viewer_id,movie_id,watch_date,minutes_watched,completed,device
V004511,M0036,2025-07-06,70,False,Web
V002980,M0021,2025-03-25,87,False,Web
V004555,M0021,2025-01-19,57,False,Mobile
V003794,M0032,2024-07-14,82,False,Tablet
V002025,M0019,2025-11-10,67,False,TV
V002080,M0056,2024-07-08,117,False,Mobile
V003661,M0012,2024-09-07,51,False,Web
V000573,M0029,2025-06-18,48,False,Web
V004882,M0043,2024-08-08,85,False,Tablet
V000922,M0047,2025-04-25,105,False,TV
V004748,M0009,2024-06-17,60,False,Web
V000808,M0002,2025-07-16,137,True,Tablet
V000445,M0047,2025-05-22,77,False,Mobile
V004541,M0017,2024-07-18,115,False,Tablet
V004125,M0034,2024-06-30,79,True,Tablet
V001726,M0023,2024-11-14,124,False,TV
V001940,M0012,2024-10-23,116,True,Mobile
V000143,M0013,2025-02-19,90,True,Web
V003178,M0060,2025-09-08,133,False,TV
V003771,M0008,2025-09-23,92,False,Web
V004674,M0014,2025-08-27,66,False,Web
V004729,M0042,2025-06-12,77,False,TV
V000197,M0043,2025-08-28,58,False,Tablet
V004190,M0018,2025-05-17,19,False,Web
V000041,M0059,2024-10-01,113,True,Mobile
V004862,M0014,2024-07-07,73,False,Mobile
V003259,M0010,2025-10-12,63,False,Web
V001698,M0008,2025-06-22,72,False,Tablet
V003823,M0027,2025-07-11,53,False,Mobile
V000924,M0008,2024-11-04,96,False,Web
V001481,M0059,2025-10-19,55,False,Mobile
V001115,M0029,2024-12-14,85,False,Tablet
V002038,M0060,2025-05-12,143,True,Web
V002406,M0003,2025-05-17,59,False,TV
V004393,M0014,2025-11-17,123,False,Tablet
V002470,M0042,2024-06-15,75,False,TV
V000823,M0012,2025-08-30,71,False,Tablet
V004300,M0041,2025-07-10,135,True,Mobile
V002676,M0037,2025-07-16,74,False,TV
V001056,M0025,2025-11-13,143,True,Web
V003005,M0045,2024-12-07,117,False,Mobile
V000011,M0052,2025-04-25,98,False,TV
V004780,M0009,2024-07-10,96,True,Mobile
V003717,M0015,2025-08-01,68,False,Web
V002942,M0028,2024-12-31,78,False,Tablet
V001068,M0020,2025-04-27,65,False,TV
V001280,M0005,2025-11-04,48,False,Tablet
V000441,M0060,2024-09-24,73,False,Web
V001891,M0031,2024-07-12,86,False,Web
V000504,M0039,2024-09-03,78,False,Mobile
V003492,M0028,2025-11-08,38,False,Web
V002306,M0009,2025-08-13,66,False,TV
V001300,M0056,2025-11-23,83,False,TV
V002046,M0003,2025-10-01,44,False,TV
V003323,M0059,2024-07-10,85,False,Tablet
V003467,M0024,2025-01-19,77,False,TV
V004835,M0029,2024-12-09,67,False,Tablet
V001413,M0054,2025-03-23,33,False,Mobile
V002058,M0009,2024-08-15,72,False,Mobile
V004547,M0003,2025-10-01,74,False,Mobile
V001698,M0003,2025-11-03,76,False,Tablet
V001883,M0036,2025-08-20,86,False,TV
V000738,M0049,2024-07-18,49,False,Mobile
V000108,M0035,2024-06-19,63,False,TV
V000880,M0029,2025-07-02,81,False,Mobile
V000499,M0022,2024-08-13,75,False,Mobile
V003711,M0027,2025-08-18,66,False,Tablet
V001878,M0046,2024-12-25,55,False,Mobile
V002358,M0053,2024-11-26,131,True,TV
V002460,M0032,2025-05-10,133,False,Web
V001611,M0008,2025-11-05,63,False,Tablet
V002859,M0012,2024-06-08,98,False,Tablet
V003519,M0028,2025-03-16,41,False,Web
V004598,M0008,2025-11-25,91,False,Web
V003298,M0039,2025-06-23,84,True,Tablet
V002083,M0060,2024-09-09,140,True,Tablet
V001220,M0053,2025-09-11,83,False,Mobile
V001971,M0034,2025-07-12,40,False,Tablet
V000263,M0002,2025-10-03,140,True,Tablet
V003487,M0027,2025-08-20,71,False,TV
V004828,M0041,2025-11-05,121,False,Mobile
V003662,M0004,2024-07-21,67,False,Mobile
V002067,M0059,2025-10-23,49,False,TV
V001933,M0038,2025-09-22,74,False,TV
V000025,M0037,2025-01-12,83,False,Mobile
V001411,M0021,2025-10-18,56,False,Mobile
V004831,M0052,2025-01-30,93,False,Tablet
V003236,M0060,2024-07-14,118,False,Mobile
V003795,M0013,2024-09-07,75,False,Tablet
V004940,M0025,2025-02-04,75,False,Tablet
V001217,M0007,2025-04-23,64,False,Mobile
V003932,M0032,2025-03-03,85,False,Web
V002641,M0049,2024-09-09,50,False,TV
V004657,M0038,2025-08-06,83,False,Tablet
V000121,M0052,2025-09-23,98,False,TV
V003530,M0011,2025-07-11,53,False,Tablet
V004224,M0004,2024-08-16,74,True,Web
V000730,M0007,2024-10-06,41,False,Web
V000225,M0043,2025-03-10,47,False,Mobile
V003026,M0016,2024-06-23,69,False,Tablet
V001201,M0058,2025-08-08,20,False,Tablet
V004404,M0002,2024-07-03,134,True,TV
V004164,M0060,2025-10-30,134,False,Mobile
V003269,M0035,2025-03-09,78,False,Web
V000986,M0011,2024-08-25,117,True,TV
V004204,M0034,2025-04-06,36,False,Tablet
V003063,M0033,2024-09-08,93,True,Web
V000211,M0004,2025-03-10,34,False,Tablet
V002624,M0031,2024-08-03,119,False,Web
V001548,M0054,2024-11-06,82,False,TV
V003304,M0039,2025-08-29,81,False,Mobile
V001293,M0060,2024-06-25,140,True,TV
V001355,M0051,2024-09-23,79,False,Web
V003213,M0030,2024-07-30,78,False,Mobile
V000354,M0018,2024-12-02,47,False,Mobile
V000725,M0017,2024-09-23,72,False,Tablet
V004050,M0003,2025-03-21,47,False,TV
V004532,M0044,2025-04-15,89,False,Tablet
V000877,M0023,2024-08-16,116,False,Tablet
V002400,M0012,2025-10-15,113,True,Tablet
V002319,M0045,2024-11-10,89,False,Web
V002170,M0047,2024-09-17,65,False,Tablet
V002560,M0033,2025-06-28,44,False,Mobile
V004595,M0010,2024-12-19,38,False,Web
V002913,M0011,2025-03-27,109,True,Tablet
V004446,M0018,2025-07-25,18,False,Web
V004380,M0018,2024-10-17,62,False,Web
V000337,M0040,2024-09-10,68,False,TV
V003929,M0026,2025-06-29,86,True,Tablet
V004717,M0039,2025-09-22,62,False,Mobile
V002457,M0006,2025-09-16,44,False,Mobile
V002034,M0038,2024-11-29,116,False,Web
V001676,M0053,2024-10-09,64,False,Web
V003340,M0031,2025-11-30,91,False,Web
V002085,M0003,2025-01-06,65,False,Mobile
V002724,M0026,2025-11-08,82,True,TV
V002281,M0059,2025-01-25,80,False,TV
V000798,M0008,2024-09-17,89,False,Mobile
V001584,M0056,2025-02-07,88,False,Tablet
V000518,M0026,2024-08-06,75,False,Tablet
V000536,M0058,2024-06-20,41,False,TV
V004410,M0039,2025-10-19,69,False,Mobile
V003283,M0056,2024-08-15,137,True,Web
V002225,M0007,2025-09-10,61,False,Tablet
V000857,M0034,2025-04-13,44,False,Web
V003232,M0059,2024-11-10,110,True,Tablet
V004411,M0040,2025-03-21,112,False,Tablet
V004502,M0045,2024-09-06,83,False,Tablet
V002559,M0037,2025-08-30,89,False,TV
V000404,M0021,2025-08-09,49,False,Web
V004908,M0047,2025-05-30,67,False,Tablet
V002019,M0024,2024-11-05,93,True,Mobile
V000929,M0023,2025-09-19,59,False,Tablet
V000507,M0044,2025-04-12,132,True,Tablet
V003451,M0014,2025-01-13,86,False,Web
V004217,M0007,2025-03-09,55,False,Mobile
V003978,M0025,2025-11-23,70,False,TV
V001114,M0052,2025-01-29,85,False,TV
V000385,M0012,2025-02-03,116,True,Tablet
V002245,M0044,2024-09-11,98,False,Tablet
V002678,M0004,2024-09-10,47,False,Mobile
V002546,M0053,2025-01-12,89,False,TV
V003630,M0032,2024-12-17,110,False,Mobile
V003692,M0037,2025-01-19,127,False,Web
V004149,M0013,2025-11-01,61,False,Web
V003028,M0055,2025-03-11,73,False,Tablet
V001072,M0051,2025-05-26,92,False,TV
V002370,M0045,2025-10-06,67,False,TV
V004983,M0039,2024-12-10,52,False,Mobile
V003486,M0001,2025-06-19,59,False,Web
V001484,M0019,2024-08-25,60,False,Tablet
V003883,M0045,2025-01-16,91,False,TV
V000552,M0040,2024-10-27,59,False,Mobile
V002302,M0012,2025-08-20,57,False,TV
V004236,M0035,2024-10-29,131,True,Mobile
V004398,M0049,2025-11-15,46,False,Tablet
V004052,M0031,2025-07-23,79,False,Mobile
V004734,M0012,2024-11-29,82,False,Mobile
V002239,M0060,2024-08-31,74,False,Tablet
V002156,M0051,2025-06-15,84,False,Tablet
V001207,M0005,2025-08-09,92,True,Mobile
V004332,M0014,2025-03-18,85,False,Tablet
V001868,M0022,2024-09-16,100,False,Tablet
V004361,M0056,2025-10-12,104,False,TV
V001383,M0053,2024-11-18,132,True,Web
V001048,M0020,2025-07-27,57,False,Web
V002657,M0033,2025-03-16,61,False,TV
V000258,M0004,2024-09-17,47,False,TV
V003828,M0019,2024-12-19,76,False,Web
V000629,M0055,2025-08-08,41,False,Web
V003666,M0010,2025-02-11,69,False,Tablet
V000696,M0044,2024-08-26,98,False,Tablet
V001690,M0049,2025-03-27,77,False,Web
V001391,M0032,2025-10-30,80,False,Tablet
V001391,M0044,2025-09-17,137,True,TV
V000104,M0046,2025-09-29,104,False,Mobile
V003171,M0039,2025-03-23,84,True,TV
V001593,M0022,2025-10-28,104,False,Web
V004468,M0021,2024-07-03,89,True,TV
V001880,M0040,2024-12-27,123,True,TV
V000293,M0001,2025-08-16,87,False,Tablet
V003885,M0029,2024-07-01,62,False,Mobile
V003482,M0054,2024-12-12,109,True,TV
V002084,M0017,2024-11-27,85,False,Tablet
V004356,M0004,2025-04-29,42,False,TV
V000541,M0045,2024-08-01,107,False,Web
V004526,M0029,2025-08-13,45,False,TV
V004881,M0016,2025-07-27,45,False,Tablet
V004199,M0033,2025-03-14,89,True,Tablet
V004653,M0052,2024-09-21,116,True,Web
V004906,M0057,2025-09-29,50,False,TV
V004742,M0031,2025-07-17,134,True,Mobile
V003682,M0018,2025-07-13,25,False,Web
V000734,M0003,2024-11-05,72,False,Web
V001083,M0018,2025-05-06,44,False,Web
V003683,M0038,2025-06-17,58,False,Web
V000846,M0037,2025-06-29,145,True,Tablet
V003211,M0002,2025-06-23,139,True,Web
V004236,M0012,2024-06-21,116,True,Web
V001194,M0011,2025-07-29,54,False,Mobile
V000134,M0001,2025-09-27,99,False,Tablet
V003556,M0030,2024-11-07,47,False,Mobile
V004890,M0033,2024-07-26,80,False,Mobile
V004488,M0001,2025-09-06,108,False,Web
V003144,M0024,2025-08-27,58,False,Web
V004531,M0058,2025-02-07,46,False,Web
V000697,M0042,2024-06-26,134,False,Tablet
V003450,M0018,2025-07-12,24,False,TV
V004823,M0027,2025-01-11,107,True,Mobile
V000030,M0003,2025-05-11,73,False,Mobile
V003312,M0030,2025-05-28,41,False,TV
V004820,M0022,2024-11-07,108,False,Mobile
V000161,M0022,2025-10-14,108,False,Tablet
V002201,M0028,2025-08-28,25,False,Tablet
V003039,M0059,2025-01-28,105,True,Mobile
V001842,M0046,2025-02-15,49,False,Tablet
V002654,M0035,2025-08-20,86,False,TV
V003846,M0050,2025-10-19,81,False,Mobile
V004602,M0024,2025-05-15,66,False,Web
V004539,M0019,2025-07-09,57,False,Tablet
V003182,M0011,2024-08-17,106,False,Web
V003551,M0035,2024-06-16,124,True,Mobile
V004335,M0031,2024-07-22,129,False,Mobile
V000251,M0024,2024-11-16,88,False,Tablet
V002974,M0012,2024-08-23,110,True,Tablet
V003089,M0058,2025-11-07,39,False,Web
V000183,M0009,2025-09-02,53,False,TV
V004277,M0030,2025-05-23,62,False,TV
V004533,M0006,2025-11-25,74,False,TV
V001141,M0060,2025-09-17,131,False,TV
V004182,M0022,2025-01-13,158,True,Mobile
V003987,M0030,2024-08-20,57,False,Mobile
V001131,M0043,2024-07-19,58,False,Web
V000612,M0051,2025-08-24,78,False,Web
V000753,M0018,2024-10-14,82,True,Tablet
V001451,M0018,2025-06-17,22,False,Tablet
V004197,M0022,2025-09-15,110,False,TV
V003002,M0047,2025-03-03,141,True,Mobile
V004535,M0053,2024-12-11,109,False,TV
V000372,M0032,2025-01-08,101,False,Web
V003008,M0056,2024-07-10,137,True,Mobile
V000408,M0047,2025-09-27,117,False,Web
V002804,M0060,2024-10-07,87,False,Mobile
V001407,M0030,2025-04-28,88,True,TV
V003851,M0055,2025-06-02,58,False,TV
V002294,M0057,2025-11-25,36,False,Tablet
V004233,M0034,2025-05-27,23,False,TV
V003708,M0046,2025-03-29,55,False,Tablet
V003191,M0005,2024-11-13,41,False,Mobile
V002879,M0004,2025-10-01,20,False,TV
V001459,M0001,2024-08-13,58,False,Mobile
V001524,M0021,2024-09-19,46,False,Mobile
V002972,M0048,2025-04-12,85,True,Tablet
V004666,M0004,2025-07-14,23,False,Mobile
V000581,M0030,2024-09-16,74,False,Mobile
V003964,M0001,2025-03-13,109,True,Mobile
V004131,M0057,2025-01-15,65,False,TV
V002401,M0045,2025-04-12,124,False,Web
V004649,M0052,2024-06-14,81,False,Web
V003377,M0056,2024-12-13,75,False,TV
V003869,M0018,2025-08-04,31,False,Mobile
V004217,M0040,2025-07-09,134,True,Web
V002547,M0052,2025-09-07,64,False,Mobile
V002113,M0003,2024-12-25,41,False,TV
V004600,M0050,2024-10-14,61,False,Web
V003837,M0005,2025-01-31,52,False,TV
V002098,M0029,2024-06-12,91,False,Web
V001241,M0022,2024-09-26,117,False,Tablet
V002237,M0056,2024-09-11,67,False,Tablet
V001588,M0029,2025-04-20,105,True,TV
V002455,M0058,2024-07-03,45,False,TV
V002605,M0012,2025-04-11,78,False,TV
V001130,M0026,2025-10-13,53,False,Mobile
V003640,M0029,2025-02-20,88,False,Tablet
V003679,M0024,2024-12-22,62,False,TV
V001307,M0026,2025-05-04,65,False,Mobile
V000279,M0039,2024-12-24,88,True,TV
V000349,M0007,2024-07-13,71,False,TV
V000226,M0047,2025-08-18,139,True,Mobile
V000821,M0006,2024-08-14,132,False,Tablet
V004924,M0007,2025-11-11,45,False,TV
V003647,M0046,2024-10-28,53,False,Web
V000195,M0011,2024-10-11,101,False,TV
V001916,M0059,2025-01-12,101,False,TV
V000682,M0045,2025-06-02,139,True,Mobile
V001108,M0043,2025-05-28,66,False,TV
V004636,M0051,2024-11-30,98,True,Mobile
V001294,M0001,2024-09-29,100,False,Mobile
V002618,M0006,2025-08-09,50,False,Web
V002843,M0059,2025-03-10,77,False,TV
V003589,M0003,2025-02-14,41,False,Tablet
V003629,M0007,2025-05-19,82,True,Tablet
V004512,M0039,2025-10-11,90,True,TV
V000230,M0042,2025-04-08,71,False,Mobile
V000080,M0004,2024-10-24,49,False,Web
V000100,M0020,2025-05-06,58,False,Mobile
V001758,M0003,2024-09-18,41,False,TV
V000590,M0005,2025-01-27,75,False,Mobile
V002760,M0015,2025-06-05,132,True,TV
V001996,M0023,2024-11-13,125,False,TV
V000375,M0010,2024-11-25,52,False,Mobile
V003339,M0004,2024-07-20,62,False,Mobile
V000158,M0042,2024-10-19,117,False,Mobile
V004479,M0005,2024-10-30,81,False,Tablet
V000362,M0017,2025-03-28,149,True,TV
V001027,M0045,2025-04-21,112,False,TV
V004760,M0020,2024-11-12,116,True,Mobile
V001288,M0049,2024-12-23,58,False,Web
V002851,M0011,2025-11-19,56,False,Web
V002565,M0025,2025-03-14,78,False,Tablet
V002342,M0012,2025-08-14,83,False,TV
V004769,M0012,2025-09-29,95,False,Web
V001814,M0015,2025-01-19,83,False,Mobile
V000125,M0005,2025-10-29,72,False,Tablet
V000381,M0054,2024-12-01,61,False,Tablet
V002075,M0033,2025-03-27,41,False,Mobile
V003146,M0006,2024-10-24,103,False,Web
V000054,M0040,2025-02-15,127,True,TV
V003740,M0060,2024-12-23,128,False,Tablet
V004634,M0021,2025-05-24,47,False,Tablet
V001373,M0020,2024-10-22,56,False,Web
V001468,M0027,2025-11-22,110,True,Web
V003032,M0030,2024-12-03,70,False,Mobile
V003785,M0017,2024-08-13,140,True,Web
V003645,M0001,2025-08-05,57,False,TV
V001328,M0054,2025-04-13,52,False,Mobile
V001549,M0012,2024-09-15,100,False,Web
V004981,M0007,2025-06-08,41,False,Mobile
V004693,M0034,2024-07-18,72,False,TV
V000774,M0037,2024-09-12,71,False,Mobile
V003577,M0033,2025-04-28,70,False,TV
V004511,M0036,2025-09-08,106,False,TV
V003800,M0037,2024-08-06,76,False,Mobile
V004555,M0025,2024-06-19,70,False,Mobile
V002783,M0049,2025-04-02,66,False,Web
V004486,M0005,2024-11-11,74,False,Web
V004767,M0033,2024-07-27,91,True,TV
V002548,M0022,2025-10-07,129,False,Web
V003906,M0011,2025-06-17,51,False,Web
V001752,M0036,2025-02-02,92,False,Web
V001274,M0009,2025-10-01,60,False,TV
V003992,M0018,2025-02-18,38,False,Web
V004300,M0060,2025-08-10,68,False,TV
V004936,M0037,2025-05-14,121,False,Web
V000107,M0048,2025-07-23,39,False,Web
V002270,M0004,2025-07-01,24,False,Web
V003596,M0009,2024-07-09,67,False,Web
V000846,M0045,2025-03-26,88,False,Web
V001071,M0003,2024-07-03,43,False,TV
V000386,M0057,2024-10-10,89,False,Web
V000471,M0001,2024-12-13,93,False,Tablet
V003766,M0030,2024-12-01,63,False,Mobile
V004402,M0040,2025-04-15,67,False,Mobile
V000188,M0044,2025-06-18,145,True,Mobile
V000607,M0027,2024-08-07,70,False,Mobile
V001304,M0056,2025-04-21,74,False,Mobile
V002032,M0017,2025-02-21,69,False,Tablet
V001329,M0026,2025-06-29,65,False,Web
V003439,M0008,2024-07-20,63,False,Mobile
V003325,M0024,2024-11-18,97,True,Tablet
V003222,M0054,2024-08-16,107,True,Mobile
V001916,M0025,2024-10-23,151,True,Mobile
V004196,M0037,2024-10-23,92,False,Mobile
V004762,M0020,2025-02-10,62,False,TV
V000297,M0020,2024-09-05,123,True,Tablet
V002509,M0013,2025-05-21,77,False,Tablet
V000070,M0023,2025-01-25,69,False,Tablet
V003717,M0011,2025-05-20,60,False,Web
V001104,M0025,2024-09-12,146,True,Mobile
V002421,M0006,2025-07-03,46,False,Tablet
V001126,M0043,2024-12-14,95,True,TV
V001240,M0018,2025-08-19,39,False,Mobile
V004039,M0035,2025-08-22,112,False,Tablet
V001967,M0010,2025-01-16,76,True,Mobile
V004922,M0043,2024-11-06,56,False,Web
V002776,M0036,2025-03-30,118,True,TV
V001530,M0030,2024-11-21,78,False,TV
V001933,M0035,2025-04-14,74,False,Web
V000285,M0053,2025-03-29,62,False,TV
V004334,M0055,2024-07-07,54,False,TV
V002188,M0047,2024-11-17,137,True,Tablet
V004618,M0059,2025-02-28,80,False,Tablet
V004808,M0026,2025-03-01,73,False,TV
V002954,M0013,2025-03-30,62,False,Tablet
V002219,M0055,2024-10-24,53,False,Tablet
V000521,M0052,2024-09-15,63,False,TV
V000648,M0009,2025-06-02,66,False,TV
V004387,M0002,2025-11-22,133,True,TV
V000718,M0033,2024-12-16,51,False,Tablet
V001169,M0039,2025-01-04,82,False,TV
V003124,M0037,2024-10-20,87,False,Tablet
V000925,M0012,2025-03-30,52,False,TV
V001963,M0009,2024-11-19,93,False,Mobile
V001488,M0018,2024-11-01,42,False,TV
V002170,M0004,2025-05-14,25,False,Web
V000954,M0027,2025-01-26,103,False,TV
V000458,M0014,2024-08-24,115,False,Web
V003752,M0043,2025-04-13,47,False,Mobile
V004376,M0002,2025-07-29,132,True,TV
V001369,M0059,2025-07-08,109,True,Mobile
V004498,M0024,2024-08-30,47,False,TV
V001282,M0021,2025-04-30,62,False,TV
V001444,M0048,2024-09-13,82,True,Tablet
V002188,M0017,2024-07-08,67,False,Tablet
V001341,M0013,2025-11-05,75,False,Tablet
V002798,M0051,2025-07-02,58,False,Tablet
V003711,M0030,2025-07-18,73,False,Tablet
V002654,M0044,2024-10-10,77,False,Tablet
V000914,M0001,2025-02-18,96,False,Mobile
V002926,M0060,2025-06-27,133,False,Mobile
V003011,M0002,2025-01-01,135,True,Mobile
V000208,M0003,2025-06-28,61,False,Web
V001049,M0047,2025-09-24,89,False,TV
V001597,M0030,2025-07-31,65,False,TV
V004700,M0015,2025-07-27,117,False,Web
V003261,M0049,2025-09-03,67,False,Web
V000288,M0059,2025-05-11,56,False,Tablet
V002834,M0040,2024-12-06,112,False,Tablet
V000220,M0012,2025-05-24,91,False,Tablet
V002017,M0051,2024-12-13,52,False,TV
V002886,M0040,2025-04-26,128,True,Web
V001236,M0011,2024-09-03,67,False,Web
V004278,M0058,2025-06-05,17,False,TV
V003881,M0055,2025-04-17,72,False,Web
V001857,M0009,2024-09-23,71,False,TV
V003847,M0003,2024-10-20,43,False,Mobile
V003762,M0036,2025-10-15,90,False,Tablet
V004079,M0039,2025-07-30,81,False,Web
V001638,M0054,2024-11-05,48,False,Mobile
V001022,M0032,2025-06-24,98,False,TV
V004536,M0042,2025-04-17,84,False,Web
V000735,M0046,2024-07-14,95,False,Tablet
V002148,M0060,2025-03-11,130,False,Tablet
V002657,M0013,2024-09-03,79,False,Web
V001719,M0010,2025-04-23,79,True,Web
V001323,M0010,2024-06-28,34,False,Mobile
V004977,M0049,2025-02-04,54,False,Web
V004590,M0023,2025-06-26,73,False,Web
V002898,M0012,2024-10-12,55,False,Web
V002766,M0053,2025-04-28,85,False,Mobile
V003192,M0058,2025-03-27,43,False,Tablet
V002005,M0056,2025-09-23,139,True,Mobile
V000455,M0035,2025-02-25,85,False,Tablet
V000857,M0018,2025-04-03,18,False,TV
V004579,M0015,2025-01-22,117,False,TV
V000112,M0010,2025-09-18,44,False,Tablet
V003288,M0012,2025-10-03,87,False,TV
V003272,M0043,2025-04-10,74,False,Tablet
V002994,M0043,2024-10-31,45,False,TV
V003901,M0051,2025-10-15,67,False,TV
V000596,M0037,2025-06-05,141,True,Mobile
V000709,M0024,2024-09-18,98,True,TV
V000635,M0005,2024-12-15,59,False,TV
V004666,M0002,2025-08-29,133,True,Tablet
V001733,M0038,2025-01-06,54,False,Tablet
V001515,M0023,2025-09-30,59,False,Mobile
V001124,M0052,2025-11-12,66,False,Tablet
V000123,M0011,2025-09-19,95,False,Tablet
V001114,M0007,2025-08-31,46,False,Mobile
V004683,M0013,2025-03-26,78,False,Tablet
V003306,M0058,2024-08-14,61,False,Tablet
V000298,M0026,2024-06-13,60,False,Mobile
V003493,M0011,2024-07-16,114,True,Web
V004932,M0006,2025-05-25,39,False,Tablet
V000232,M0044,2024-08-16,142,True,Tablet
V004463,M0042,2024-09-26,97,False,Web
V004684,M0041,2025-01-18,76,False,Mobile
V003132,M0041,2024-12-29,84,False,Mobile
V004737,M0033,2024-12-23,50,False,Mobile
V000375,M0010,2025-06-21,39,False,Mobile
V000193,M0023,2024-12-08,108,False,Tablet
V002317,M0018,2024-08-20,75,False,TV
V000057,M0031,2025-10-10,62,False,Tablet
V003804,M0036,2024-10-21,75,False,Tablet
V003285,M0032,2025-01-30,113,False,Tablet
V002536,M0060,2025-08-31,99,False,Web
V002848,M0025,2024-09-20,129,False,Mobile
V002709,M0017,2025-10-28,65,False,Web
V002579,M0023,2025-04-19,59,False,Mobile
V003164,M0038,2025-02-25,60,False,Web
V003616,M0030,2025-09-11,47,False,TV
V004664,M0009,2024-11-06,59,False,Web
V003039,M0004,2024-08-10,70,False,Web
V002866,M0024,2025-08-10,51,False,Web
V003388,M0030,2025-05-03,65,False,Web
V002573,M0006,2025-02-07,83,False,TV
V003224,M0040,2024-12-08,129,True,Tablet
V003561,M0043,2025-03-22,58,False,TV
V002145,M0049,2025-02-04,81,False,TV
V002109,M0046,2025-09-17,103,False,TV
V000994,M0040,2024-10-21,101,False,Web
V004977,M0049,2025-03-27,86,True,TV
V004738,M0018,2024-08-26,50,False,TV
V003359,M0057,2025-03-05,33,False,Web
V001840,M0010,2025-10-13,61,False,Tablet
V004960,M0009,2024-07-30,90,False,Web
V004368,M0037,2024-06-14,111,False,TV
V002042,M0007,2025-06-22,43,False,Mobile
V004678,M0058,2024-08-31,41,False,Web
V003922,M0008,2025-10-17,103,False,TV
V004249,M0058,2024-12-09,45,False,Tablet
V002759,M0024,2024-08-04,88,False,Web
V001030,M0055,2025-10-23,46,False,Mobile
V002279,M0020,2024-09-13,115,True,Tablet
V000526,M0060,2025-07-02,126,False,Web
V000448,M0037,2025-11-02,74,False,TV
V001118,M0007,2025-08-05,49,False,Tablet
V003224,M0022,2024-12-01,117,False,Tablet
V002710,M0013,2024-12-20,72,False,Tablet
V004550,M0001,2024-09-16,56,False,Web
V002139,M0005,2024-11-26,71,False,Web
V002681,M0017,2024-10-20,96,False,Mobile
V001826,M0005,2024-11-16,43,False,Web
V001504,M0019,2025-05-19,81,True,Web
V001112,M0060,2025-10-27,137,True,Web
V003748,M0020,2025-02-04,35,False,Tablet
V000883,M0014,2025-11-11,91,False,Tablet
